PRSUC,PRCOD,PRFEC,PRPROV,PRCANT,PRPRE
SUC01,P117,2025-07-18,PROV03,61,2221.19
SUC01,P117,2025-07-20,PROV08,45,247.26
SUC01,P117,2025-08-03,PROV03,13,247.75
SUC01,P117,2025-08-11,PROV11,11,2074.92
SUC01,P117,2025-09-02,PROV08,22,2180.57
SUC01,P117,2025-11-07,PROV11,12,2151.17
SUC01,P117,2025-11-25,PROV14,66,2325.47
SUC01,P117,2025-11-29,PROV10,69,2134.7
SUC01,P117,2025-12-04,PROV12,56,2196.08
SUC01,P117,2025-12-06,PROV06,49,2237.73
SUC01,P117,2025-12-08,PROV07,36,2301.35
SUC01,P117,2025-12-28,PROV14,50,2349.22
SUC01,P117,2025-12-30,PROV13,26,251.76
SUC01,P118,2025-01-23,PROV09,43,2265.09
SUC01,P118,2025-01-31,PROV06,60,2088.71
SUC01,P118,2025-04-12,PROV08,15,2316.03
SUC01,P118,2025-04-21,PROV15,48,2156.76
SUC01,P118,2025-05-13,PROV15,10,2185.07
SUC01,P118,2025-05-16,PROV15,30,2185.79
SUC01,P118,2025-05-19,PROV07,51,2247.04
SUC01,P118,2025-05-20,PROV10,18,2187.33
SUC01,P118,2025-06-07,PROV09,17,2336.11
SUC01,P118,2025-06-13,PROV15,45,271.36
SUC01,P118,2025-06-23,PROV05,44,2225.77
SUC01,P118,2025-07-07,PROV12,31,2265.7
SUC01,P118,2025-07-19,PROV01,54,2190.29
SUC01,P118,2025-07-30,PROV04,7,2305.15
SUC01,P118,2025-08-24,PROV09,8,2317.53
SUC01,P118,2025-09-09,PROV06,51,271.37
SUC01,P118,2025-10-09,PROV01,28,2273.28
SUC01,P118,2025-11-02,PROV15,48,277.19
SUC01,P119,2025-01-28,PROV12,38,2353.25
SUC01,P119,2025-01-29,PROV10,51,2241.0
SUC01,P119,2025-03-31,PROV09,23,2335.15
SUC01,P119,2025-04-20,PROV09,17,2371.63
SUC01,P119,2025-05-08,PROV08,27,2432.22
SUC01,P119,2025-05-15,PROV10,15,250.35
SUC01,P119,2025-05-20,PROV08,36,248.71
SUC01,P119,2025-05-27,PROV02,14,2320.99
SUC01,P119,2025-05-30,PROV15,42,2236.36
SUC01,P119,2025-06-15,PROV11,42,2387.29
SUC01,P119,2025-06-17,PROV05,20,2316.0
SUC01,P119,2025-06-21,PROV15,55,2346.76
SUC01,P119,2025-06-23,PROV03,39,249.06
SUC01,P119,2025-06-28,PROV14,61,2446.3
SUC01,P119,2025-07-02,PROV13,42,2439.37
SUC01,P119,2025-07-14,PROV09,15,2481.91
SUC01,P119,2025-07-16,PROV10,12,244.72
SUC01,P119,2025-08-12,PROV02,55,2446.41
SUC01,P119,2025-09-10,PROV06,16,2473.06
SUC01,P119,2025-10-15,PROV15,48,2348.91
SUC01,P119,2025-11-03,PROV12,8,2424.11
SUC01,P119,2025-11-18,PROV06,58,2380.79
SUC01,P119,2025-11-27,PROV12,5,2554.76
SUC01,P119,2025-12-07,PROV14,21,2553.19
SUC01,P119,2025-12-11,PROV11,49,2415.34
SUC01,P120,2025-02-12,PROV15,27,2392.25
SUC01,P120,2025-02-20,PROV05,48,254.77
SUC01,P120,2025-03-02,PROV04,30,2474.95
SUC01,P120,2025-03-06,PROV04,48,251.35
SUC01,P120,2025-03-09,PROV07,42,2507.84
SUC01,P120,2025-03-14,PROV08,32,249.48
SUC01,P120,2025-03-28,PROV15,55,253.03
SUC01,P120,2025-04-05,PROV06,9,2401.46
SUC01,P120,2025-04-07,PROV04,44,2606.42
SUC01,P120,2025-04-25,PROV01,41,246.56
SUC01,P120,2025-05-01,PROV08,66,2531.67
SUC01,P120,2025-05-02,PROV14,44,2529.11
SUC01,P120,2025-05-20,PROV10,70,2373.18
SUC01,P120,2025-06-26,PROV09,51,252.71
SUC01,P120,2025-07-25,PROV08,63,2597.08
SUC01,P120,2025-08-21,PROV01,9,2493.05
SUC01,P120,2025-08-24,PROV08,28,2687.27
SUC01,P120,2025-08-29,PROV15,32,253.14
SUC01,P120,2025-10-08,PROV01,28,248.14
SUC01,P120,2025-10-13,PROV13,41,247.89
SUC01,P120,2025-11-11,PROV02,31,2579.1
SUC01,P120,2025-11-19,PROV03,7,2730.93
SUC01,P120,2025-11-21,PROV09,10,2634.24
SUC01,P120,2025-12-29,PROV08,67,2697.72
SUC01,P121,2025-01-20,PROV08,62,2463.89
SUC01,P121,2025-02-26,PROV10,37,2398.41
SUC01,P121,2025-03-22,PROV15,27,257.31
SUC01,P121,2025-04-14,PROV07,29,2513.7
SUC01,P121,2025-04-14,PROV13,10,2640.04
SUC01,P121,2025-04-26,PROV10,41,2435.9
SUC01,P121,2025-05-20,PROV09,33,2604.59
SUC01,P121,2025-05-28,PROV04,29,263.01
SUC01,P121,2025-06-20,PROV01,5,2531.6
SUC01,P121,2025-07-01,PROV02,53,2529.7
SUC01,P121,2025-07-02,PROV15,40,262.53
SUC01,P121,2025-07-10,PROV15,67,2521.51
SUC01,P121,2025-07-11,PROV06,36,261.71
SUC01,P121,2025-07-13,PROV02,25,2569.19
SUC01,P121,2025-07-15,PROV12,11,2592.81
SUC01,P121,2025-07-28,PROV12,60,2578.67
SUC01,P121,2025-08-05,PROV12,25,263.85
SUC01,P121,2025-08-19,PROV09,27,2666.23
SUC01,P121,2025-09-09,PROV14,48,2788.56
SUC01,P121,2025-10-10,PROV03,58,257.1
SUC01,P121,2025-10-11,PROV06,7,2570.36
SUC01,P121,2025-11-28,PROV08,51,256.67
SUC01,P121,2025-12-14,PROV04,44,264.61
SUC01,P121,2025-12-26,PROV15,70,2608.64
SUC01,P121,2025-12-29,PROV09,30,2794.68
SUC01,P122,2025-01-06,PROV15,56,2513.34
SUC01,P122,2025-01-31,PROV08,42,253.84
SUC01,P122,2025-02-16,PROV04,96,257.07
SUC01,P122,2025-02-17,PROV07,44,2548.35
SUC01,P122,2025-02-19,PROV09,105,262.32
SUC01,P122,2025-03-10,PROV11,69,2525.92
SUC01,P122,2025-03-19,PROV15,48,2482.38
SUC01,P122,2025-03-30,PROV06,55,2652.65
SUC01,P122,2025-04-04,PROV10,62,257.44
SUC01,P122,2025-04-05,PROV15,25,2589.67
SUC01,P122,2025-04-06,PROV14,68,252.73
SUC01,P122,2025-04-19,PROV09,11,2693.74
SUC01,P122,2025-04-29,PROV03,34,2712.44
SUC01,P122,2025-05-04,PROV07,95,255.18
SUC01,P122,2025-05-13,PROV03,62,2755.14
SUC01,P122,2025-05-20,PROV10,67,2652.1
SUC01,P122,2025-05-20,PROV12,33,2646.79
SUC01,P122,2025-06-13,PROV07,14,2657.44
SUC01,P122,2025-06-19,PROV09,20,2790.34
SUC01,P122,2025-06-23,PROV07,51,2685.86
SUC01,P122,2025-07-14,PROV14,42,2762.27
SUC01,P122,2025-09-23,PROV02,7,2802.47
SUC01,P122,2025-11-14,PROV08,66,2891.89
SUC01,P122,2025-11-29,PROV10,10,2781.55
SUC01,P122,2025-12-11,PROV01,12,2715.34
SUC01,P123,2025-01-19,PROV15,10,2652.99
SUC01,P123,2025-01-26,PROV04,55,2872.31
SUC01,P123,2025-02-04,PROV14,15,2794.55
SUC01,P123,2025-03-09,PROV13,15,2770.66
SUC01,P123,2025-03-29,PROV13,109,252.97
SUC01,P123,2025-04-24,PROV10,20,2722.75
SUC01,P123,2025-04-29,PROV09,43,2812.11
SUC01,P123,2025-05-02,PROV08,103,249.83
SUC01,P123,2025-06-24,PROV05,20,2847.57
SUC01,P123,2025-07-02,PROV05,70,2767.46
SUC01,P123,2025-07-09,PROV14,64,3045.14
SUC01,P123,2025-07-11,PROV11,7,2777.62
SUC01,P123,2025-07-31,PROV08,44,2876.23
SUC01,P123,2025-08-04,PROV03,30,2914.55
SUC01,P123,2025-08-21,PROV03,12,2996.85
SUC01,P123,2025-08-22,PROV01,16,2879.9
SUC01,P123,2025-09-29,PROV04,9,3052.93
SUC01,P123,2025-10-09,PROV01,58,253.18
SUC01,P123,2025-10-12,PROV09,68,3056.33
SUC01,P123,2025-11-05,PROV09,66,2988.49
SUC01,P123,2025-12-10,PROV02,35,3023.01
SUC01,P123,2025-12-27,PROV12,11,3019.21
SUC01,P124,2025-01-31,PROV12,7,2808.98
SUC01,P124,2025-02-07,PROV01,43,247.15
SUC01,P124,2025-02-11,PROV06,29,252.36
SUC01,P124,2025-02-19,PROV13,51,2901.32
SUC01,P124,2025-03-11,PROV05,16,245.79
SUC01,P124,2025-03-26,PROV07,53,2875.65
SUC01,P124,2025-04-05,PROV15,56,2822.98
SUC01,P124,2025-04-10,PROV06,44,253.62
SUC01,P124,2025-04-12,PROV05,33,244.12
SUC01,P124,2025-05-24,PROV02,41,246.51
SUC01,P124,2025-06-11,PROV06,23,2849.89
SUC01,P124,2025-06-17,PROV11,34,2897.99
SUC01,P124,2025-07-05,PROV13,30,2946.12
SUC01,P124,2025-07-29,PROV12,7,3008.97
SUC01,P124,2025-08-02,PROV06,30,2923.46
SUC01,P124,2025-08-16,PROV01,41,2946.64
SUC01,P124,2025-08-22,PROV11,43,2986.01
SUC01,P124,2025-09-02,PROV12,50,3023.98
SUC01,P124,2025-09-17,PROV15,25,2893.07
SUC01,P124,2025-10-07,PROV06,44,2909.77
SUC01,P124,2025-10-10,PROV06,69,2883.48
SUC01,P124,2025-10-16,PROV03,50,3061.84
SUC01,P124,2025-10-29,PROV15,55,2881.38
SUC01,P124,2025-11-10,PROV05,44,2996.15
SUC01,P124,2025-11-11,PROV14,69,3103.57
SUC01,P124,2025-12-04,PROV07,62,2985.66
SUC01,P124,2025-12-10,PROV08,25,3000.46
SUC01,P124,2025-12-30,PROV05,69,3034.77
SUC01,P125,2025-01-02,PROV08,51,2972.34
SUC01,P125,2025-01-29,PROV14,8,3092.34
SUC01,P125,2025-02-20,PROV04,7,274.46
SUC01,P125,2025-03-10,PROV08,57,2980.44
SUC01,P125,2025-04-20,PROV05,13,277.52
SUC01,P125,2025-04-21,PROV11,29,3064.15
SUC01,P125,2025-04-28,PROV05,55,2885.45
SUC01,P125,2025-05-13,PROV02,47,3105.89
SUC01,P125,2025-05-24,PROV14,31,3056.33
SUC01,P125,2025-06-14,PROV13,48,3054.62
SUC01,P125,2025-06-18,PROV02,53,3163.16
SUC01,P125,2025-06-19,PROV03,7,273.09
SUC01,P125,2025-07-01,PROV03,70,3136.95
SUC01,P125,2025-07-10,PROV09,25,3157.39
SUC01,P125,2025-09-05,PROV01,4,272.94
SUC01,P125,2025-09-26,PROV14,8,276.69
SUC01,P125,2025-10-21,PROV04,24,3272.07
SUC01,P125,2025-11-01,PROV12,37,3188.83
SUC01,P125,2025-11-09,PROV07,55,3126.63
SUC01,P125,2025-11-12,PROV14,17,3354.6
SUC01,P125,2025-11-16,PROV05,17,3138.75
SUC01,P125,2025-11-18,PROV02,49,3195.9
SUC01,P125,2025-11-23,PROV03,1,274.95
SUC01,P125,2025-12-22,PROV06,63,3090.27
SUC01,P125,2025-12-23,PROV05,22,3099.7
SUC01,P126,2025-01-27,PROV01,56,3027.86
SUC01,P126,2025-01-28,PROV12,63,3114.47
SUC01,P126,2025-02-10,PROV08,12,3137.39
SUC01,P126,2025-02-11,PROV03,26,270.23
SUC01,P126,2025-02-21,PROV03,50,3188.76
SUC01,P126,2025-03-15,PROV15,9,3012.23
SUC01,P126,2025-04-08,PROV14,48,3168.78
SUC01,P126,2025-04-15,PROV12,40,3140.03
SUC01,P126,2025-04-26,PROV04,35,262.2
SUC01,P126,2025-05-07,PROV08,34,3106.11
SUC01,P126,2025-06-01,PROV10,36,271.46
SUC01,P126,2025-06-07,PROV14,14,263.46
SUC01,P126,2025-06-08,PROV04,20,3267.18
SUC01,P126,2025-07-06,PROV07,41,3109.68
SUC01,P126,2025-07-13,PROV02,49,3145.44
SUC01,P126,2025-07-21,PROV08,27,3184.56
SUC01,P126,2025-07-26,PROV02,47,3134.2
SUC01,P126,2025-07-28,PROV06,26,270.09
SUC01,P126,2025-08-23,PROV09,50,3315.8
SUC01,P126,2025-08-24,PROV08,49,3313.27
SUC01,P126,2025-09-07,PROV13,48,3213.46
SUC01,P126,2025-09-10,PROV04,37,3407.55
SUC01,P126,2025-09-23,PROV08,28,3367.84
SUC01,P126,2025-12-31,PROV08,54,3368.17
SUC01,P127,2025-01-22,PROV07,34,3157.11
SUC01,P127,2025-01-24,PROV03,45,3120.19
SUC01,P127,2025-02-17,PROV02,21,3179.15
SUC01,P127,2025-03-24,PROV04,14,3338.82
SUC01,P127,2025-04-16,PROV13,42,3185.79
SUC01,P127,2025-04-27,PROV05,10,3036.25
SUC01,P127,2025-04-30,PROV15,60,3016.61
SUC01,P127,2025-05-13,PROV07,62,3189.29
SUC01,P127,2025-05-13,PROV07,64,3312.73
SUC01,P127,2025-05-18,PROV14,70,3245.67
SUC01,P127,2025-06-01,PROV02,68,3200.07
SUC01,P127,2025-06-10,PROV02,27,3250.69
SUC01,P127,2025-06-14,PROV14,14,3412.68
SUC01,P127,2025-06-20,PROV01,35,3272.26
SUC01,P127,2025-06-21,PROV13,61,3279.34
SUC01,P127,2025-06-23,PROV12,17,3299.9
SUC01,P127,2025-06-24,PROV05,42,3111.77
SUC01,P127,2025-07-09,PROV08,18,3241.68
SUC01,P127,2025-07-10,PROV07,50,3245.71
SUC01,P127,2025-08-02,PROV02,59,260.06
SUC01,P127,2025-08-06,PROV14,16,3389.05
SUC01,P127,2025-08-18,PROV14,68,3369.1
SUC01,P127,2025-09-02,PROV06,49,3225.75
SUC01,P127,2025-10-21,PROV02,71,264.49
SUC01,P127,2025-11-04,PROV10,89,266.3
SUC01,P127,2025-11-10,PROV07,20,3439.86
SUC01,P127,2025-12-10,PROV15,49,3259.92
SUC01,P127,2025-12-31,PROV08,61,265.19
SUC01,P128,2025-01-23,PROV10,69,3130.27
SUC01,P128,2025-01-26,PROV12,30,3242.08
SUC01,P128,2025-01-30,PROV02,41,265.68
SUC01,P128,2025-02-22,PROV02,17,260.2
SUC01,P128,2025-03-09,PROV10,13,258.88
SUC01,P128,2025-03-13,PROV11,60,3227.54
SUC01,P128,2025-04-03,PROV15,22,3199.25
SUC01,P128,2025-05-08,PROV12,58,262.32
SUC01,P128,2025-05-17,PROV10,68,3342.56
SUC01,P128,2025-06-04,PROV11,20,261.54
SUC01,P128,2025-06-08,PROV06,59,266.01
SUC01,P128,2025-06-15,PROV12,5,3389.14
SUC01,P128,2025-08-04,PROV02,60,3532.87
SUC01,P128,2025-09-04,PROV01,48,3499.45
SUC01,P128,2025-10-03,PROV08,60,3597.62
SUC01,P128,2025-11-01,PROV04,9,3667.09
SUC01,P128,2025-11-11,PROV12,16,3467.31
SUC01,P128,2025-11-20,PROV05,33,3378.7
SUC01,P128,2025-12-06,PROV10,70,3406.59
SUC01,P128,2025-12-25,PROV08,26,261.98
SUC01,P129,2025-01-08,PROV10,54,3174.28
SUC01,P129,2025-02-23,PROV14,5,3463.5
SUC01,P129,2025-02-26,PROV07,41,3440.25
SUC01,P129,2025-03-09,PROV12,14,283.14
SUC01,P129,2025-03-15,PROV04,25,3558.62
SUC01,P129,2025-03-26,PROV11,23,3388.62
SUC01,P129,2025-04-27,PROV11,58,3398.26
SUC01,P129,2025-05-06,PROV07,66,3521.08
SUC01,P129,2025-06-27,PROV05,7,290.86
SUC01,P129,2025-08-03,PROV14,1,289.37
SUC01,P129,2025-08-07,PROV08,31,3518.9
SUC01,P129,2025-08-14,PROV08,9,288.27
SUC01,P129,2025-08-15,PROV02,55,3524.61
SUC01,P129,2025-09-29,PROV09,61,3769.41
SUC01,P129,2025-10-08,PROV13,29,3658.63
SUC01,P129,2025-10-15,PROV12,55,3727.94
SUC01,P129,2025-10-28,PROV06,10,291.14
SUC01,P129,2025-12-01,PROV03,10,284.09
SUC01,P129,2025-12-15,PROV11,21,3699.0
SUC01,P130,2025-01-07,PROV14,37,3609.64
SUC01,P130,2025-01-22,PROV01,30,279.36
SUC01,P130,2025-02-01,PROV13,41,3602.0
SUC01,P130,2025-02-14,PROV11,18,3453.71
SUC01,P130,2025-02-27,PROV07,53,275.44
SUC01,P130,2025-04-10,PROV10,30,276.5
SUC01,P130,2025-04-16,PROV12,63,3551.04
SUC01,P130,2025-05-29,PROV03,10,3685.3
SUC01,P130,2025-06-03,PROV03,46,277.07
SUC01,P130,2025-07-01,PROV04,49,3643.77
SUC01,P130,2025-07-14,PROV08,16,272.36
SUC01,P130,2025-07-23,PROV12,17,3688.55
SUC01,P130,2025-07-24,PROV05,51,3441.52
SUC01,P130,2025-09-21,PROV15,55,274.94
SUC01,P130,2025-09-22,PROV05,52,274.76
SUC01,P130,2025-10-01,PROV06,9,3607.75
SUC01,P130,2025-10-03,PROV05,64,3485.96
SUC01,P130,2025-10-08,PROV01,58,269.03
SUC01,P130,2025-10-13,PROV10,25,273.33
SUC01,P130,2025-11-07,PROV01,60,3578.69
SUC01,P130,2025-12-01,PROV13,15,3786.63
SUC01,P130,2025-12-07,PROV07,24,269.52
SUC01,P131,2025-01-03,PROV03,52,256.94
SUC01,P131,2025-02-08,PROV15,58,3598.94
SUC01,P131,2025-03-02,PROV11,42,3645.94
SUC01,P131,2025-03-22,PROV01,43,3671.74
SUC01,P131,2025-04-13,PROV10,17,259.62
SUC01,P131,2025-04-24,PROV11,34,3667.17
SUC01,P131,2025-05-06,PROV04,30,256.12
SUC01,P131,2025-05-13,PROV04,62,3705.86
SUC01,P131,2025-05-13,PROV07,36,261.15
SUC01,P131,2025-05-16,PROV03,67,3697.74
SUC01,P131,2025-05-21,PROV11,17,3712.03
SUC01,P131,2025-06-10,PROV05,13,259.43
SUC01,P131,2025-06-22,PROV12,64,3631.88
SUC01,P131,2025-06-29,PROV12,44,260.07
SUC01,P131,2025-08-09,PROV04,18,3921.69
SUC01,P131,2025-08-16,PROV05,63,3750.35
SUC01,P131,2025-08-26,PROV02,58,3888.87
SUC01,P131,2025-08-31,PROV15,12,3575.73
SUC01,P131,2025-09-03,PROV12,60,3876.75
SUC01,P131,2025-09-12,PROV12,34,259.91
SUC01,P131,2025-10-07,PROV05,19,257.35
SUC01,P131,2025-10-11,PROV04,12,4030.15
SUC01,P131,2025-10-11,PROV14,8,4022.93
SUC01,P131,2025-10-27,PROV06,23,3738.2
SUC01,P131,2025-10-30,PROV05,66,3698.9
SUC01,P131,2025-11-07,PROV05,7,3825.05
SUC01,P131,2025-11-20,PROV13,28,3947.66
SUC01,P131,2025-11-23,PROV03,66,3875.84
SUC01,P131,2025-11-27,PROV01,22,261.46
SUC01,P131,2025-11-29,PROV05,9,3661.85
SUC01,P131,2025-12-27,PROV03,21,3906.75
SUC01,P132,2025-01-23,PROV05,20,3610.55
SUC01,P132,2025-01-27,PROV11,28,272.33
SUC01,P132,2025-02-19,PROV01,18,3662.62
SUC01,P132,2025-03-03,PROV13,22,3799.42
SUC01,P132,2025-03-12,PROV09,30,270.89
SUC01,P132,2025-03-18,PROV13,16,3781.82
SUC01,P132,2025-05-06,PROV10,5,3569.67
SUC01,P132,2025-05-28,PROV06,7,3627.54
SUC01,P132,2025-05-31,PROV06,3,3625.15
SUC01,P132,2025-06-05,PROV07,17,279.66
SUC01,P132,2025-06-08,PROV09,48,275.7
SUC01,P132,2025-06-22,PROV08,4,3787.27
SUC01,P132,2025-07-07,PROV05,15,271.4
SUC01,P132,2025-07-29,PROV13,7,3974.5
SUC01,P132,2025-08-04,PROV08,8,3925.41
SUC01,P132,2025-09-19,PROV14,36,272.76
SUC01,P132,2025-09-21,PROV12,1,4003.4
SUC01,P132,2025-10-24,PROV07,4,3988.35
SUC01,P132,2025-11-23,PROV14,50,272.39
SUC01,P132,2025-12-17,PROV07,11,272.0
SUC01,P133,2025-01-12,PROV02,17,3697.35
SUC01,P133,2025-02-04,PROV08,1,3858.18
SUC01,P133,2025-03-09,PROV10,20,3754.14
SUC01,P133,2025-03-15,PROV09,15,3954.96
SUC01,P133,2025-03-18,PROV12,22,3894.73
SUC01,P133,2025-04-23,PROV02,15,3772.82
SUC01,P133,2025-05-05,PROV12,44,277.42
SUC01,P133,2025-05-16,PROV02,9,3908.5
SUC01,P133,2025-05-24,PROV05,26,280.08
SUC01,P133,2025-07-29,PROV04,5,4021.45
SUC01,P133,2025-08-17,PROV12,8,3984.87
SUC01,P133,2025-11-19,PROV05,56,282.24
SUC01,P134,2025-01-10,PROV05,14,265.66
SUC01,P134,2025-01-29,PROV15,4,266.43
SUC01,P134,2025-02-08,PROV06,14,3937.14
SUC01,P134,2025-02-21,PROV08,11,262.31
SUC01,P134,2025-03-12,PROV01,7,3791.7
SUC01,P134,2025-04-10,PROV15,15,262.46
SUC01,P134,2025-04-20,PROV03,3,3934.64
SUC01,P134,2025-05-06,PROV04,3,270.25
SUC01,P134,2025-06-27,PROV09,13,270.61
SUC01,P134,2025-07-29,PROV04,23,4194.84
SUC01,P134,2025-07-30,PROV09,11,4218.65
SUC01,P134,2025-08-18,PROV11,7,4045.91
SUC01,P134,2025-09-12,PROV03,7,4261.2
SUC01,P134,2025-10-03,PROV07,2,4058.43
SUC01,P134,2025-12-07,PROV08,8,268.61
SUC01,P135,2025-01-07,PROV02,20,4008.38
SUC01,P135,2025-01-30,PROV12,8,3962.58
SUC01,P135,2025-02-06,PROV15,35,256.19
SUC01,P135,2025-02-18,PROV02,39,254.92
SUC01,P135,2025-03-20,PROV13,53,254.91
SUC01,P135,2025-05-01,PROV10,52,258.97
SUC01,P135,2025-05-22,PROV14,39,252.21
SUC01,P135,2025-06-07,PROV03,15,4197.07
SUC01,P135,2025-06-26,PROV13,14,4298.61
SUC01,P135,2025-07-17,PROV01,21,4099.09
SUC01,P135,2025-10-09,PROV09,9,4405.21
SUC01,P135,2025-10-12,PROV03,17,4347.87
SUC01,P135,2025-10-19,PROV12,22,253.6
SUC01,P136,2025-01-10,PROV02,50,280.73
SUC01,P136,2025-01-26,PROV14,4,4250.31
SUC01,P136,2025-02-02,PROV03,15,4071.21
SUC01,P136,2025-03-12,PROV09,3,4176.97
SUC01,P136,2025-03-22,PROV02,19,281.19
SUC01,P136,2025-04-02,PROV03,12,279.77
SUC01,P136,2025-04-25,PROV10,11,4037.02
SUC01,P136,2025-06-09,PROV06,21,4177.56
SUC01,P136,2025-06-27,PROV01,11,4110.36
SUC01,P136,2025-09-26,PROV06,3,4408.74
SUC01,P136,2025-12-11,PROV08,18,4514.43
SUC01,P136,2025-12-14,PROV05,14,278.18
SUC01,P136,2025-12-18,PROV01,2,4400.67
SUC01,P137,2025-01-21,PROV10,60,255.35
SUC01,P137,2025-02-17,PROV01,11,4273.12
SUC01,P137,2025-03-04,PROV10,10,4226.21
SUC01,P137,2025-04-29,PROV13,32,262.78
SUC01,P137,2025-05-28,PROV03,15,255.76
SUC01,P137,2025-06-12,PROV01,55,260.7
SUC01,P137,2025-07-16,PROV08,15,4577.93
SUC01,P137,2025-07-26,PROV15,7,4175.72
SUC01,P137,2025-08-05,PROV13,20,4588.96
SUC01,P137,2025-09-04,PROV12,31,262.63
SUC01,P137,2025-09-28,PROV15,16,4274.85
SUC01,P137,2025-10-06,PROV12,58,256.17
SUC01,P137,2025-12-12,PROV14,10,4666.67
SUC01,P137,2025-12-14,PROV14,22,256.87
SUC01,P137,2025-12-25,PROV05,15,264.8
SUC01,P138,2025-01-03,PROV01,5,4340.78
SUC01,P138,2025-02-01,PROV06,8,4176.68
SUC01,P138,2025-03-18,PROV13,23,4370.51
SUC01,P138,2025-04-12,PROV13,102,245.07
SUC01,P138,2025-04-30,PROV14,8,4432.33
SUC01,P138,2025-06-05,PROV09,15,4679.35
SUC01,P138,2025-06-18,PROV11,48,249.58
SUC01,P138,2025-07-06,PROV05,15,4467.23
SUC01,P138,2025-07-24,PROV08,115,242.32
SUC01,P138,2025-07-25,PROV08,14,4580.82
SUC01,P138,2025-08-24,PROV06,15,4415.15
SUC01,P138,2025-09-30,PROV05,1,4499.11
SUC01,P138,2025-10-20,PROV08,21,4800.18
SUC01,P138,2025-11-16,PROV06,97,249.05
SUC01,P138,2025-11-24,PROV12,67,246.48
SUC01,P139,2025-01-08,PROV12,9,4524.26
SUC01,P139,2025-02-22,PROV13,7,282.54
SUC01,P139,2025-07-31,PROV15,16,4426.87
SUC01,P139,2025-08-20,PROV02,21,4743.05
SUC01,P139,2025-10-11,PROV09,23,4950.54
SUC01,P139,2025-10-11,PROV14,8,274.36
SUC01,P139,2025-11-17,PROV06,8,4831.07
SUC01,P139,2025-11-17,PROV09,3,4783.96
SUC02,P100,2025-01-01,PROV07,44,253.96
SUC02,P100,2025-01-09,PROV15,57,238.91
SUC02,P100,2025-01-16,PROV05,20,244.67
SUC02,P100,2025-01-20,PROV02,26,255.64
SUC02,P100,2025-01-20,PROV08,64,254.5
SUC02,P100,2025-01-27,PROV08,25,253.87
SUC02,P100,2025-02-07,PROV01,41,251.31
SUC02,P100,2025-02-08,PROV15,14,250.75
SUC02,P100,2025-02-10,PROV13,81,255.82
SUC02,P100,2025-02-11,PROV14,31,266.15
SUC02,P100,2025-02-17,PROV15,87,253.71
SUC02,P100,2025-03-02,PROV11,41,252.97
SUC02,P100,2025-03-26,PROV14,61,260.19
SUC02,P100,2025-04-04,PROV10,16,258.07
SUC02,P100,2025-04-10,PROV12,22,265.23
SUC02,P100,2025-04-11,PROV08,74,266.97
SUC02,P100,2025-04-23,PROV06,22,253.1
SUC02,P100,2025-04-25,PROV04,51,261.3
SUC02,P100,2025-04-26,PROV10,33,248.85
SUC02,P100,2025-05-21,PROV11,55,250.64
SUC02,P100,2025-05-25,PROV14,28,270.09
SUC02,P100,2025-05-30,PROV11,34,253.84
SUC02,P100,2025-05-31,PROV01,76,264.27
SUC02,P100,2025-06-06,PROV09,42,272.85
SUC02,P100,2025-06-14,PROV14,13,249.35
SUC02,P100,2025-06-16,PROV12,36,261.41
SUC02,P100,2025-06-24,PROV02,26,268.58
SUC02,P100,2025-07-14,PROV01,54,264.83
SUC02,P100,2025-07-18,PROV12,79,258.63
SUC02,P100,2025-07-23,PROV05,18,249.74
SUC02,P100,2025-08-15,PROV06,24,263.26
SUC02,P100,2025-08-24,PROV05,60,261.74
SUC02,P100,2025-08-31,PROV08,75,279.49
SUC02,P100,2025-09-03,PROV10,54,258.73
SUC02,P100,2025-09-21,PROV09,77,276.33
SUC02,P100,2025-09-22,PROV15,78,257.2
SUC02,P100,2025-10-13,PROV02,78,275.72
SUC02,P100,2025-10-13,PROV12,86,278.87
SUC02,P100,2025-10-25,PROV06,38,275.28
SUC02,P100,2025-11-07,PROV02,49,266.87
SUC02,P100,2025-11-18,PROV05,58,250.52
SUC02,P100,2025-11-20,PROV02,16,282.73
SUC02,P101,2025-01-11,PROV15,24,348.45
SUC02,P101,2025-01-14,PROV01,78,350.13
SUC02,P101,2025-01-19,PROV04,65,363.07
SUC02,P101,2025-01-31,PROV06,64,356.45
SUC02,P101,2025-02-19,PROV02,2,277.66
SUC02,P101,2025-02-28,PROV12,84,358.77
SUC02,P101,2025-03-12,PROV01,21,351.88
SUC02,P101,2025-03-16,PROV07,79,364.18
SUC02,P101,2025-03-26,PROV09,50,368.88
SUC02,P101,2025-04-01,PROV01,37,373.25
SUC02,P101,2025-04-28,PROV10,71,349.31
SUC02,P101,2025-04-29,PROV04,38,379.81
SUC02,P101,2025-05-05,PROV07,86,385.08
SUC02,P101,2025-05-14,PROV14,87,375.78
SUC02,P101,2025-05-16,PROV06,57,373.1
SUC02,P101,2025-05-18,PROV05,57,361.88
SUC02,P101,2025-05-18,PROV15,30,367.3
SUC02,P101,2025-06-07,PROV15,7,282.01
SUC02,P101,2025-06-13,PROV03,26,384.42
SUC02,P101,2025-06-15,PROV06,32,365.7
SUC02,P101,2025-07-15,PROV09,39,402.8
SUC02,P101,2025-07-18,PROV03,76,374.66
